from,to,amount
"Bacteroides sp. HF-162","CBM58",1
"Bacteroides sp. HF-162","CE7",1
"Bacteroides sp. HF-162","GH43_28",4
"Bacteroides sp. HF-162","GH29",2
"Bacteroides sp. HF-162","GH43_16",2
"Bacteroides sp. HF-162","GH9",2
"Bacteroides sp. HF-162","CBM6",1
"Bacteroides sp. HF-162","GH133",1
"Bacteroides sp. HF-162","GH36",1
"Bacteroides sp. HF-162","GH66",1
"Bacteroides sp. HF-162","GH109",1
"Bacteroides sp. HF-162","GH2",11
"Bacteroides sp. HF-162","GT0",4
"Bacteroides sp. HF-162","GH73",1
"Bacteroides sp. HF-162","CE2",1
"Bacteroides sp. HF-162","GT5",1
"Bacteroides sp. HF-162","CE0",1
"Bacteroides sp. HF-162","GT32",1
"Bacteroides sp. HF-162","GH84",1
"Bacteroides sp. HF-162","GT14",1
"Bacteroides sp. HF-162","GH97",7
"Bacteroides sp. HF-162","GT26",1
"Bacteroides sp. HF-162","GH18",4
"Bacteroides sp. HF-162","GH127",1
"Bacteroides sp. HF-162","GH3",16
"Bacteroides sp. HF-162","CBM50",7
"Bacteroides sp. HF-162","GH31",4
"Bacteroides sp. HF-162","GH77",1
"Bacteroides sp. HF-162","GH43_31",6
"Bacteroides sp. HF-162","GH51",2
"Bacteroides sp. HF-162","GT51",2
"Bacteroides sp. HF-162","GT2",25
"Bacteroides sp. HF-162","GT19",1
"Bacteroides sp. HF-162","GH171",2
"Bacteroides sp. HF-162","GH74",1
"Bacteroides sp. HF-162","GH158",1
"Bacteroides sp. HF-162","CE4",1
"Bacteroides sp. HF-162","GH65",1
"Bacteroides sp. HF-162","GH95",1
"Bacteroides sp. HF-162","GH130",2
"Bacteroides sp. HF-162","GH25",1
"Bacteroides sp. HF-162","CE20",1
"Bacteroides sp. HF-162","GT30",1
"Bacteroides sp. KGMB07931","GH23",3
"Bacteroides sp. KGMB07931","GH78",2
"Bacteroides sp. KGMB07931","GH5_2",2
"Bacteroides sp. KGMB07931","GH5_4",4
"Bacteroides sp. KGMB07931","GH5_7",2
"Bacteroides sp. KGMB07931","GH5_46",2
"Bacteroides sp. KGMB07931","GH43_24",2
"Bacteroides sp. KGMB07931","GH30_3",2
"Bacteroides sp. KGMB07931","PL8_3",2
"Bacteroides sp. KGMB07931","GT3",1
"Bacteroides sp. KGMB07931","GH76",3
"Bacteroides sp. KGMB07931","GT4",12
"Bacteroides sp. KGMB07931","GH24",1
"Bacteroides sp. KGMB07931","GH57",1
"Bacteroides sp. KGMB07931","GH38",2
"Bacteroides sp. KGMB07931","GT100",1
"Bacteroides sp. KGMB07931","GT28",1
"Bacteroides sp. KGMB07931","GH42",1
"Bacteroides sp. KGMB07931","PL8_2",2
"Bacteroides sp. KGMB07931","GH94",1
"Bacteroides sp. KGMB07931","GH43_35",2
"Bacteroides sp. KGMB07931","GT9",1
"Bacteroides sp. KGMB07931","GH43_3",2
"Bacteroides sp. KGMB07931","GH144",4
"Bacteroides sp. KGMB07931","GH27",2
"Bacteroides sp. KGMB07931","GH88",1
"Bacteroides sp. KGMB07931","GT20",1
"Bacteroides sp. KGMB07931","GH55",2
"Bacteroides sp. KGMB07931","GH43_34",4
"Bacteroides sp. KGMB07931","GH16_3",2
"Bacteroides sp. KGMB07931","GT35",2
"Bacteroides sp. KGMB07931","GH125",3
"Bacteroides sp. KGMB07931","GH92",13
"Bacteroides sp. KGMB07931","CE11",1
"Bacteroides sp. KGMB07931","GH20",4
"Bacteroides sp. KGMB07931","GH26",2
"Bacteroides sp. KGMB07931","GH15",1
"Bacteroides sp. KGMB07931","GH32",3
"Bacteroides sp. KGMB07931","GH13",2
"Bacteroides sp. KGMB07931","GH13_8",2
"Bacteroides sp. KGMB07931","GH13_14",2
"Bacteroides sp. KGMB07931","GH13_36",2
"Bacteroides sp. KGMB07931","GH13_38",2
"Bacteroides sp. KGMB07931","GH63",2
"Bacteroides sp. KGMB07931","CBM20",2
"Bacteroides sp. KGMB07931","GH35",1
"Bacteroides sp. KGMB07931","CBM58",1
"Bacteroides sp. KGMB07931","CE7",2
"Bacteroides sp. KGMB07931","GH43_28",4
"Bacteroides sp. KGMB07931","GH29",3
"Bacteroides sp. KGMB07931","GH43_16",4
"Bacteroides sp. KGMB07931","GH9",2
"Bacteroides sp. KGMB07931","CBM6",2
"Bacteroides sp. KGMB07931","GH133",1
"Bacteroides sp. KGMB07931","GH36",2
"Bacteroides sp. KGMB07931","GH66",1
"Bacteroides sp. KGMB07931","GH109",1
"Bacteroides sp. KGMB07931","GH2",15
"Bacteroides sp. KGMB07931","GT1",1
"Bacteroides sp. KGMB07931","GT0",5
"Bacteroides sp. KGMB07931","CBM0",1
"Bacteroides sp. KGMB07931","GH43_18",2
"Bacteroides sp. KGMB07931","GH73",1
"Bacteroides sp. KGMB07931","GH0",1
"Bacteroides sp. KGMB07931","GT5",1
"Bacteroides sp. KGMB07931","CE0",1
"Bacteroides sp. KGMB07931","GT32",1
"Bacteroides sp. KGMB07931","GH84",1
"Bacteroides sp. KGMB07931","GT14",1
"Bacteroides sp. KGMB07931","GH97",9
"Bacteroides sp. KGMB07931","GH18",4
"Bacteroides sp. KGMB07931","GH127",1
"Bacteroides sp. KGMB07931","GH3",18
"Bacteroides sp. KGMB07931","CBM50",7
"Bacteroides sp. KGMB07931","GH31",6
"Bacteroides sp. KGMB07931","GH77",1
"Bacteroides sp. KGMB07931","GH43_26",2
"Bacteroides sp. KGMB07931","GH43_31",6
"Bacteroides sp. KGMB07931","GH51",2
"Bacteroides sp. KGMB07931","GT51",2
"Bacteroides sp. KGMB07931","GT2",29
"Bacteroides sp. KGMB07931","GT19",1
"Bacteroides sp. KGMB07931","GH171",2
"Bacteroides sp. KGMB07931","GH53",1
"Bacteroides sp. KGMB07931","GH74",1
"Bacteroides sp. KGMB07931","GH158",1
"Bacteroides sp. KGMB07931","CE4",1
"Bacteroides sp. KGMB07931","GH65",2
"Bacteroides sp. KGMB07931","GH95",1
"Bacteroides sp. KGMB07931","GH130",2
"Bacteroides sp. KGMB07931","CBM32",3
"Bacteroides sp. KGMB07931","GH25",1
"Bacteroides sp. KGMB07931","CE20",3
"Bacteroides sp. KGMB07931","CBM51",1
"Bacteroides sp. KGMB07931","GT30",1
"Bacteroides sp. KGMB10229","GH23",3
"Bacteroides sp. KGMB10229","GH78",2
"Bacteroides sp. KGMB10229","GH5_2",2
"Bacteroides sp. KGMB10229","GH5_4",4
"Bacteroides sp. KGMB10229","GH5_7",2
"Bacteroides sp. KGMB10229","GH5_46",2
"Bacteroides sp. KGMB10229","GH43_24",2
"Bacteroides sp. KGMB10229","GH30_3",2
"Bacteroides sp. KGMB10229","PL8_3",2
"Bacteroides sp. KGMB10229","GT3",1
"Bacteroides sp. KGMB10229","GH76",3
"Bacteroides sp. KGMB10229","GT4",12
"Bacteroides sp. KGMB10229","GH24",1
"Bacteroides sp. KGMB10229","GH57",1
"Bacteroides sp. KGMB10229","GH38",2
"Bacteroides sp. KGMB10229","GT100",1
"Bacteroides sp. KGMB10229","GT28",1
"Bacteroides sp. KGMB10229","GH42",1
"Bacteroides sp. KGMB10229","PL8_2",2
"Bacteroides sp. KGMB10229","GH94",1
"Bacteroides sp. KGMB10229","GH43_35",2
"Bacteroides sp. KGMB10229","GT9",1
"Bacteroides sp. KGMB10229","GH43_3",2
"Bacteroides sp. KGMB10229","GH144",4
"Bacteroides sp. KGMB10229","GH27",2
"Bacteroides sp. KGMB10229","GH88",1
"Bacteroides sp. KGMB10229","GT20",1
"Bacteroides sp. KGMB10229","GH55",2
"Bacteroides sp. KGMB10229","GH43_34",4
"Bacteroides sp. KGMB10229","GH16_3",2
"Bacteroides sp. KGMB10229","GT35",2
"Bacteroides sp. KGMB10229","GH125",3
"Bacteroides sp. KGMB10229","GH92",13
"Bacteroides sp. KGMB10229","CE11",1
"Bacteroides sp. KGMB10229","GH20",4
"Bacteroides sp. KGMB10229","GH26",2
"Bacteroides sp. KGMB10229","GH15",1
"Bacteroides sp. KGMB10229","GH32",3
"Bacteroides sp. KGMB10229","GH13",2
"Bacteroides sp. KGMB10229","GH13_8",2
"Bacteroides sp. KGMB10229","GH13_14",2
"Bacteroides sp. KGMB10229","GH13_36",2
"Bacteroides sp. KGMB10229","GH13_38",2
"Bacteroides sp. KGMB10229","GH63",2
"Bacteroides sp. KGMB10229","CBM20",2
"Bacteroides sp. KGMB10229","GH35",1
"Bacteroides sp. KGMB10229","CBM58",1
"Bacteroides sp. KGMB10229","CE7",2
"Bacteroides sp. KGMB10229","GH43_28",4
"Bacteroides sp. KGMB10229","GH29",3
"Bacteroides sp. KGMB10229","GH43_16",4
"Bacteroides sp. KGMB10229","GH9",2
"Bacteroides sp. KGMB10229","CBM6",2
"Bacteroides sp. KGMB10229","GH133",1
"Bacteroides sp. KGMB10229","GH36",2
"Bacteroides sp. KGMB10229","GH66",1
"Bacteroides sp. KGMB10229","GH109",1
"Bacteroides sp. KGMB10229","GH2",15
"Bacteroides sp. KGMB10229","GT1",1
"Bacteroides sp. KGMB10229","GT0",5
"Bacteroides sp. KGMB10229","CBM0",1
"Bacteroides sp. KGMB10229","GH43_18",2
"Bacteroides sp. KGMB10229","GH73",1
"Bacteroides sp. KGMB10229","GH0",1
"Bacteroides sp. KGMB10229","GT5",1
"Bacteroides sp. KGMB10229","CE0",1
"Bacteroides sp. KGMB10229","GT32",1
"Bacteroides sp. KGMB10229","GH84",1
"Bacteroides sp. KGMB10229","GT14",1
"Bacteroides sp. KGMB10229","GH97",8
"Bacteroides sp. KGMB10229","GH18",4
"Bacteroides sp. KGMB10229","GH127",1
"Bacteroides sp. KGMB10229","GH3",17
"Bacteroides sp. KGMB10229","CBM50",7
"Bacteroides sp. KGMB10229","GH31",6
"Bacteroides sp. KGMB10229","GH77",1
"Bacteroides sp. KGMB10229","GH43_26",2
"Bacteroides sp. KGMB10229","GH43_31",6
"Bacteroides sp. KGMB10229","GH51",2
"Bacteroides sp. KGMB10229","GT51",2
"Bacteroides sp. KGMB10229","GT2",29
"Bacteroides sp. KGMB10229","GT19",1
"Bacteroides sp. KGMB10229","GH171",2
"Bacteroides sp. KGMB10229","GH53",1
"Bacteroides sp. KGMB10229","GH74",1
"Bacteroides sp. KGMB10229","GH158",1
"Bacteroides sp. KGMB10229","CE4",1
"Bacteroides sp. KGMB10229","GH65",2
"Bacteroides sp. KGMB10229","GH95",1
"Bacteroides sp. KGMB10229","GH130",2
"Bacteroides sp. KGMB10229","CBM32",2
"Bacteroides sp. KGMB10229","GH25",1
"Bacteroides sp. KGMB10229","CE20",3
"Bacteroides sp. KGMB10229","CBM51",1
"Bacteroides sp. KGMB10229","GT30",1
"Bacteroides sp. PHL 2737","GH23",3
"Bacteroides sp. PHL 2737","GH5_7",2
"Bacteroides sp. PHL 2737","GH43_24",2
"Bacteroides sp. PHL 2737","GH172",2
"Bacteroides sp. PHL 2737","GH33",2
"Bacteroides sp. PHL 2737","GH123",1
"Bacteroides sp. PHL 2737","GT101",1
"Bacteroides sp. PHL 2737","GT3",1
"Bacteroides sp. PHL 2737","CBM48",2
"Bacteroides sp. PHL 2737","GH76",2
"Bacteroides sp. PHL 2737","GT4",29
"Bacteroides sp. PHL 2737","GH24",3
"Bacteroides sp. PHL 2737","GH57",1
"Bacteroides sp. PHL 2737","GH38",1
"Bacteroides sp. PHL 2737","GT28",1
"Bacteroides sp. PHL 2737","GT11",3
"Bacteroides sp. PHL 2737","GH43_3",2
"Bacteroides sp. PHL 2737","GH144",1
"Bacteroides sp. PHL 2737","GH27",2
"Bacteroides sp. PHL 2737","GH88",1
"Bacteroides sp. PHL 2737","GT8",3
"Bacteroides sp. PHL 2737","GH43_34",2
"Bacteroides sp. PHL 2737","GH16_3",6
"Bacteroides sp. PHL 2737","GT35",2
"Bacteroides sp. PHL 2737","GH125",1
"Bacteroides sp. PHL 2737","GH92",8
"Bacteroides sp. PHL 2737","CE11",1
"Bacteroides sp. PHL 2737","GH20",13
"Bacteroides sp. PHL 2737","GH26",2
"Bacteroides sp. PHL 2737","GH32",2
"Bacteroides sp. PHL 2737","GH13",2
"Bacteroides sp. PHL 2737","GH13_5",2
"Bacteroides sp. PHL 2737","GH13_8",2
"Bacteroides sp. PHL 2737","GH13_14",2
"Bacteroides sp. PHL 2737","GH13_38",2
"Bacteroides sp. PHL 2737","GH115",1
"Bacteroides sp. PHL 2737","CBM20",2
"Bacteroides sp. PHL 2737","GH35",3
"Bacteroides sp. PHL 2737","CBM62",3
"Bacteroides sp. PHL 2737","GH29",9
"Bacteroides sp. PHL 2737","CBM13",1
"Bacteroides sp. PHL 2737","GH9",1
"Bacteroides sp. PHL 2737","PL33_1",2
"Bacteroides sp. PHL 2737","GH133",1
"Bacteroides sp. PHL 2737","GH154",1
"Bacteroides sp. PHL 2737","GH36",2
"Bacteroides sp. PHL 2737","GH109",2
"Bacteroides sp. PHL 2737","GH2",18
"Bacteroides sp. PHL 2737","GT1",1
"Bacteroides sp. PHL 2737","GT0",7
"Bacteroides sp. PHL 2737","CBM0",2
"Bacteroides sp. PHL 2737","GH43_10",2
"Bacteroides sp. PHL 2737","GH73",2
"Bacteroides sp. PHL 2737","GH120",1
"Bacteroides sp. PHL 2737","GH0",1
"Bacteroides sp. PHL 2737","GT5",1
"Bacteroides sp. PHL 2737","CE0",1
"Bacteroides sp. PHL 2737","GT32",2
"Bacteroides sp. PHL 2737","GH84",1
"Bacteroides sp. PHL 2737","GH97",3
"Bacteroides sp. PHL 2737","GT26",2
"Bacteroides sp. PHL 2737","GH18",2
"Bacteroides sp. PHL 2737","GH127",3
"Bacteroides sp. PHL 2737","GH3",6
"Bacteroides sp. PHL 2737","CBM50",7
"Bacteroides sp. PHL 2737","GH31",3
"Bacteroides sp. PHL 2737","GH77",1
"Bacteroides sp. PHL 2737","PL8",1
"Bacteroides sp. PHL 2737","CE9",1
"Bacteroides sp. PHL 2737","GH43_26",4
"Bacteroides sp. PHL 2737","GH43_31",2
"Bacteroides sp. PHL 2737","GH51",1
"Bacteroides sp. PHL 2737","GT51",4
"Bacteroides sp. PHL 2737","GT2",37
"Bacteroides sp. PHL 2737","GH110",2
"Bacteroides sp. PHL 2737","GH30_4",2
"Bacteroides sp. PHL 2737","GT19",1
"Bacteroides sp. PHL 2737","GH171",2
"Bacteroides sp. PHL 2737","GH89",1
"Bacteroides sp. PHL 2737","CE4",2
"Bacteroides sp. PHL 2737","GH65",1
"Bacteroides sp. PHL 2737","GH95",4
"Bacteroides sp. PHL 2737","CBM35",1
"Bacteroides sp. PHL 2737","GH130",2
"Bacteroides sp. PHL 2737","CBM32",6
"Bacteroides sp. PHL 2737","GH25",1
"Bacteroides sp. PHL 2737","CE20",2
"Bacteroides sp. PHL 2737","CBM51",1
"Bacteroides sp. PHL 2737","GT30",1
"Bacteroides sp. ZJ-18","GH23",3
"Bacteroides sp. ZJ-18","GH5_7",2
"Bacteroides sp. ZJ-18","GH43_24",2
"Bacteroides sp. ZJ-18","GH172",2
"Bacteroides sp. ZJ-18","GH33",1
"Bacteroides sp. ZJ-18","GH123",2
"Bacteroides sp. ZJ-18","GT101",1
"Bacteroides sp. ZJ-18","GT3",1
"Bacteroides sp. ZJ-18","CBM48",2
"Bacteroides sp. ZJ-18","GH76",2
"Bacteroides sp. ZJ-18","GT4",22
"Bacteroides sp. ZJ-18","GH57",1
"Bacteroides sp. ZJ-18","GH38",1
"Bacteroides sp. ZJ-18","GT28",1
"Bacteroides sp. ZJ-18","GT11",2
"Bacteroides sp. ZJ-18","GH43_3",2
"Bacteroides sp. ZJ-18","GH144",1
"Bacteroides sp. ZJ-18","GH27",2
"Bacteroides sp. ZJ-18","GH88",1
"Bacteroides sp. ZJ-18","GT8",3
"Bacteroides sp. ZJ-18","GH43_34",2
"Bacteroides sp. ZJ-18","GH16_3",6
"Bacteroides sp. ZJ-18","GT35",1
"Bacteroides sp. ZJ-18","GH125",1
"Bacteroides sp. ZJ-18","GH92",8
"Bacteroides sp. ZJ-18","CE11",1
"Bacteroides sp. ZJ-18","GH20",12
"Bacteroides sp. ZJ-18","GH26",2
"Bacteroides sp. ZJ-18","GH32",2
"Bacteroides sp. ZJ-18","GH13",2
"Bacteroides sp. ZJ-18","GH13_5",2
"Bacteroides sp. ZJ-18","GH13_8",2
"Bacteroides sp. ZJ-18","GH13_14",2
"Bacteroides sp. ZJ-18","GH13_38",2
"Bacteroides sp. ZJ-18","GH115",1
"Bacteroides sp. ZJ-18","CBM20",2
"Bacteroides sp. ZJ-18","GH35",3
"Bacteroides sp. ZJ-18","CBM62",4
"Bacteroides sp. ZJ-18","GH29",12
"Bacteroides sp. ZJ-18","GH9",1
"Bacteroides sp. ZJ-18","CBM6",1
"Bacteroides sp. ZJ-18","PL33_1",2
"Bacteroides sp. ZJ-18","CBM66",1
"Bacteroides sp. ZJ-18","GH133",1
"Bacteroides sp. ZJ-18","GH154",1
"Bacteroides sp. ZJ-18","GH36",2
"Bacteroides sp. ZJ-18","GH109",2
"Bacteroides sp. ZJ-18","GH2",19
"Bacteroides sp. ZJ-18","GT1",1
"Bacteroides sp. ZJ-18","GT0",5
"Bacteroides sp. ZJ-18","CBM0",2
"Bacteroides sp. ZJ-18","GH43_10",2
"Bacteroides sp. ZJ-18","GH73",1
"Bacteroides sp. ZJ-18","GH120",1
"Bacteroides sp. ZJ-18","GH0",1
"Bacteroides sp. ZJ-18","GT5",1
"Bacteroides sp. ZJ-18","CE0",1
"Bacteroides sp. ZJ-18","GT32",1
"Bacteroides sp. ZJ-18","GH84",1
"Bacteroides sp. ZJ-18","GH97",4
"Bacteroides sp. ZJ-18","GT26",1
"Bacteroides sp. ZJ-18","GH18",2
"Bacteroides sp. ZJ-18","GH127",3
"Bacteroides sp. ZJ-18","GH3",6
"Bacteroides sp. ZJ-18","CBM50",7
"Bacteroides sp. ZJ-18","GH31",4
"Bacteroides sp. ZJ-18","GH77",1
"Bacteroides sp. ZJ-18","CE9",2
"Bacteroides sp. ZJ-18","GH43_26",4
"Bacteroides sp. ZJ-18","GH43_31",2
"Bacteroides sp. ZJ-18","GH51",1
"Bacteroides sp. ZJ-18","GT51",4
"Bacteroides sp. ZJ-18","GT2",40
"Bacteroides sp. ZJ-18","GH110",2
"Bacteroides sp. ZJ-18","GT19",1
"Bacteroides sp. ZJ-18","GH171",2
"Bacteroides sp. ZJ-18","GH89",2
"Bacteroides sp. ZJ-18","CE4",1
"Bacteroides sp. ZJ-18","GH65",1
"Bacteroides sp. ZJ-18","GH95",4
"Bacteroides sp. ZJ-18","GH130",2
"Bacteroides sp. ZJ-18","CBM32",7
"Bacteroides sp. ZJ-18","GH25",1
"Bacteroides sp. ZJ-18","CE20",2
"Bacteroides sp. ZJ-18","CBM51",1
"Bacteroides sp. ZJ-18","GT30",1
"Bacteroides uniformis CL03T12C37","GH23",3
"Bacteroides uniformis CL03T12C37","GH78",1
"Bacteroides uniformis CL03T12C37","GH5_2",2
"Bacteroides uniformis CL03T12C37","GH5_4",4
"Bacteroides uniformis CL03T12C37","GH5_7",2
"Bacteroides uniformis CL03T12C37","GH5_46",2
"Bacteroides uniformis CL03T12C37","GH43_24",4
"Bacteroides uniformis CL03T12C37","GH172",4
"Bacteroides uniformis CL03T12C37","GH33",1
"Bacteroides uniformis CL03T12C37","GH123",1
"Bacteroides uniformis CL03T12C37","GH30_3",2
"Bacteroides uniformis CL03T12C37","GT3",1
"Bacteroides uniformis CL03T12C37","GH108",2
"Bacteroides uniformis CL03T12C37","CBM48",2
"Bacteroides uniformis CL03T12C37","CBM38",1
"Bacteroides uniformis CL03T12C37","GH76",3
"Bacteroides uniformis CL03T12C37","GT4",20
"Bacteroides uniformis CL03T12C37","GH24",2
"Bacteroides uniformis CL03T12C37","GH57",1
"Bacteroides uniformis CL03T12C37","GH105",2
"Bacteroides uniformis CL03T12C37","GH38",2
"Bacteroides uniformis CL03T12C37","GT28",1
"Bacteroides uniformis CL03T12C37","GH42",1
"Bacteroides uniformis CL03T12C37","PL8_2",2
"Bacteroides uniformis CL03T12C37","GH94",1
"Bacteroides uniformis CL03T12C37","GH43_35",2
"Bacteroides uniformis CL03T12C37","GT9",1
"Bacteroides uniformis CL03T12C37","GH144",3
"Bacteroides uniformis CL03T12C37","GH27",2
"Bacteroides uniformis CL03T12C37","GH88",4
"Bacteroides uniformis CL03T12C37","GT20",1
"Bacteroides uniformis CL03T12C37","GH55",3
"Bacteroides uniformis CL03T12C37","GH43_34",2
"Bacteroides uniformis CL03T12C37","CBM57",1
"Bacteroides uniformis CL03T12C37","GH16_3",2
"Bacteroides uniformis CL03T12C37","GT35",2
"Bacteroides uniformis CL03T12C37","GH43_19",2
"Bacteroides uniformis CL03T12C37","GH125",4
"Bacteroides uniformis CL03T12C37","GH43_1",2
"Bacteroides uniformis CL03T12C37","GH92",7
"Bacteroides uniformis CL03T12C37","GH43_29",2
"Bacteroides uniformis CL03T12C37","CE11",1
"Bacteroides uniformis CL03T12C37","GH43_33",2
"Bacteroides uniformis CL03T12C37","GH20",5
"Bacteroides uniformis CL03T12C37","GH26",2
"Bacteroides uniformis CL03T12C37","GH8",1
"Bacteroides uniformis CL03T12C37","GH32",4
"Bacteroides uniformis CL03T12C37","GH13",3
"Bacteroides uniformis CL03T12C37","GH13_8",2
"Bacteroides uniformis CL03T12C37","GH13_14",2
"Bacteroides uniformis CL03T12C37","GH13_38",2
"Bacteroides uniformis CL03T12C37","GH63",4
"Bacteroides uniformis CL03T12C37","GH146",1
"Bacteroides uniformis CL03T12C37","GH43_12",2
"Bacteroides uniformis CL03T12C37","PL30",1
"Bacteroides uniformis CL03T12C37","CBM20",2
"Bacteroides uniformis CL03T12C37","GH35",3
"Bacteroides uniformis CL03T12C37","PL38",1
"Bacteroides uniformis CL03T12C37","CBM62",2
"Bacteroides uniformis CL03T12C37","CE7",2
"Bacteroides uniformis CL03T12C37","GH43_28",2
"Bacteroides uniformis CL03T12C37","GH29",2
"Bacteroides uniformis CL03T12C37","GH43_16",2
"Bacteroides uniformis CL03T12C37","CBM13",1
"Bacteroides uniformis CL03T12C37","GH9",1
"Bacteroides uniformis CL03T12C37","CBM6",2
"Bacteroides uniformis CL03T12C37","GH133",1
"Bacteroides uniformis CL03T12C37","GH154",1
"Bacteroides uniformis CL03T12C37","GH36",1
"Bacteroides uniformis CL03T12C37","GH66",1
"Bacteroides uniformis CL03T12C37","GH109",1
"Bacteroides uniformis CL03T12C37","GH2",22
"Bacteroides uniformis CL03T12C37","GT1",1
"Bacteroides uniformis CL03T12C37","GT0",5
"Bacteroides uniformis CL03T12C37","GH28",3
"Bacteroides uniformis CL03T12C37","GH43_10",4
"Bacteroides uniformis CL03T12C37","GH73",3
"Bacteroides uniformis CL03T12C37","GH0",1
"Bacteroides uniformis CL03T12C37","GT5",1
"Bacteroides uniformis CL03T12C37","CE0",2
"Bacteroides uniformis CL03T12C37","GH84",1
"Bacteroides uniformis CL03T12C37","GT14",1
"Bacteroides uniformis CL03T12C37","GH97",12
"Bacteroides uniformis CL03T12C37","GH18",3
"Bacteroides uniformis CL03T12C37","GH67",1
"Bacteroides uniformis CL03T12C37","GH43_7",2
"Bacteroides uniformis CL03T12C37","GH127",1
"Bacteroides uniformis CL03T12C37","GH3",19
"Bacteroides uniformis CL03T12C37","CBM50",7
"Bacteroides uniformis CL03T12C37","GH31",6
"Bacteroides uniformis CL03T12C37","GH77",1
"Bacteroides uniformis CL03T12C37","GH43_2",2
"Bacteroides uniformis CL03T12C37","GH43_31",2
"Bacteroides uniformis CL03T12C37","PL42",1
"Bacteroides uniformis CL03T12C37","GH51",3
"Bacteroides uniformis CL03T12C37","GT51",2
"Bacteroides uniformis CL03T12C37","GT2",26
"Bacteroides uniformis CL03T12C37","GH117",1
"Bacteroides uniformis CL03T12C37","GH30_4",2
"Bacteroides uniformis CL03T12C37","GT19",1
"Bacteroides uniformis CL03T12C37","GH171",2
"Bacteroides uniformis CL03T12C37","GH53",1
"Bacteroides uniformis CL03T12C37","GH74",1
"Bacteroides uniformis CL03T12C37","PL40",1
"Bacteroides uniformis CL03T12C37","GH158",1
"Bacteroides uniformis CL03T12C37","CE4",1
"Bacteroides uniformis CL03T12C37","GH65",1
"Bacteroides uniformis CL03T12C37","GH95",1
"Bacteroides uniformis CL03T12C37","GH130",2
"Bacteroides uniformis CL03T12C37","GH10",1
"Bacteroides uniformis CL03T12C37","CBM32",2
"Bacteroides uniformis CL03T12C37","GH25",1
"Bacteroides uniformis CL03T12C37","CE20",4
"Bacteroides uniformis CL03T12C37","CBM51",1
"Bacteroides uniformis CL03T12C37","GT30",1
"Bacteroidetes bacterium UKL13-3","GH23",2
"Bacteroidetes bacterium UKL13-3","GT4",21
"Bacteroidetes bacterium UKL13-3","GT28",1
"Bacteroidetes bacterium UKL13-3","GT9",4
"Bacteroidetes bacterium UKL13-3","GH16",1
"Bacteroidetes bacterium UKL13-3","GT7",1
"Bacteroidetes bacterium UKL13-3","CE11",1
"Bacteroidetes bacterium UKL13-3","GH13",2
"Bacteroidetes bacterium UKL13-3","GT1",1
"Bacteroidetes bacterium UKL13-3","GT0",4
"Bacteroidetes bacterium UKL13-3","GT5",1
"Bacteroidetes bacterium UKL13-3","GH3",1
"Bacteroidetes bacterium UKL13-3","CBM50",4
"Bacteroidetes bacterium UKL13-3","GT51",3
"Bacteroidetes bacterium UKL13-3","GT2",18
"Bacteroidetes bacterium UKL13-3","GT19",1
"Bacteroidetes bacterium UKL13-3","GH171",1
"Bacteroidetes bacterium UKL13-3","GH65",1
"Bacteroidetes bacterium UKL13-3","CE14",1
"Bacteroidetes bacterium UKL13-3","GH130",1
"Bacteroidetes bacterium UKL13-3","GH25",1
"Bacteroidetes bacterium UKL13-3","GT30",1
"Barnesiella viscericola DSM 18177","GH23",3
"Barnesiella viscericola DSM 18177","GH33",2
"Barnesiella viscericola DSM 18177","GH30_3",2
"Barnesiella viscericola DSM 18177","GT3",1
"Barnesiella viscericola DSM 18177","GT4",12
"Barnesiella viscericola DSM 18177","GH24",2
"Barnesiella viscericola DSM 18177","GH57",1
"Barnesiella viscericola DSM 18177","GT28",1
"Barnesiella viscericola DSM 18177","GT9",1
"Barnesiella viscericola DSM 18177","GH50",1
"Barnesiella viscericola DSM 18177","GH27",2
"Barnesiella viscericola DSM 18177","GH43_34",2
"Barnesiella viscericola DSM 18177","CBM9",1
"Barnesiella viscericola DSM 18177","GH16",1
"Barnesiella viscericola DSM 18177","GH16_3",8
"Barnesiella viscericola DSM 18177","GT35",1
"Barnesiella viscericola DSM 18177","GH125",1
"Barnesiella viscericola DSM 18177","GH92",4
"Barnesiella viscericola DSM 18177","GH85",2
"Barnesiella viscericola DSM 18177","CE11",1
"Barnesiella viscericola DSM 18177","GH20",4
"Barnesiella viscericola DSM 18177","GH26",1
"Barnesiella viscericola DSM 18177","GH32",1
"Barnesiella viscericola DSM 18177","GH13_8",2
"Barnesiella viscericola DSM 18177","GH13_38",2
"Barnesiella viscericola DSM 18177","CBM20",2
"Barnesiella viscericola DSM 18177","GH29",3
"Barnesiella viscericola DSM 18177","GH133",1
"Barnesiella viscericola DSM 18177","GH36",1
"Barnesiella viscericola DSM 18177","GH66",1
"Barnesiella viscericola DSM 18177","GH2",6
"Barnesiella viscericola DSM 18177","GT0",2
"Barnesiella viscericola DSM 18177","CBM0",1
"Barnesiella viscericola DSM 18177","GH73",1
"Barnesiella viscericola DSM 18177","CE2",1
"Barnesiella viscericola DSM 18177","GH0",2
"Barnesiella viscericola DSM 18177","GT5",1
"Barnesiella viscericola DSM 18177","GT32",1
"Barnesiella viscericola DSM 18177","GH84",3
"Barnesiella viscericola DSM 18177","GH97",5
"Barnesiella viscericola DSM 18177","GT26",1
