from,to,amount
"Bacteroides cellulosilyticus WH2","GH157",2
"Bacteroides cellulosilyticus WH2","GH5_21",4
"Bacteroides cellulosilyticus WH2","CE6",2
"Bacteroides cellulosilyticus WH2","GH23",3
"Bacteroides cellulosilyticus WH2","GH78",11
"Bacteroides cellulosilyticus WH2","GH5_2",2
"Bacteroides cellulosilyticus WH2","GH5_4",4
"Bacteroides cellulosilyticus WH2","GH5_7",2
"Bacteroides cellulosilyticus WH2","GH5_46",2
"Bacteroides cellulosilyticus WH2","GH43_24",10
"Bacteroides cellulosilyticus WH2","GH172",1
"Bacteroides cellulosilyticus WH2","GH43_9",2
"Bacteroides cellulosilyticus WH2","GH33",2
"Bacteroides cellulosilyticus WH2","PL6_1",2
"Bacteroides cellulosilyticus WH2","GH30_3",4
"Bacteroides cellulosilyticus WH2","PL8_3",2
"Bacteroides cellulosilyticus WH2","GT3",1
"Bacteroides cellulosilyticus WH2","GH108",1
"Bacteroides cellulosilyticus WH2","PL11",1
"Bacteroides cellulosilyticus WH2","PL11_1",2
"Bacteroides cellulosilyticus WH2","CBM48",4
"Bacteroides cellulosilyticus WH2","GH76",1
"Bacteroides cellulosilyticus WH2","GT4",27
"Bacteroides cellulosilyticus WH2","GH24",1
"Bacteroides cellulosilyticus WH2","GH143",1
"Bacteroides cellulosilyticus WH2","GH57",1
"Bacteroides cellulosilyticus WH2","GH105",20
"Bacteroides cellulosilyticus WH2","GH38",1
"Bacteroides cellulosilyticus WH2","GT28",1
"Bacteroides cellulosilyticus WH2","GH42",3
"Bacteroides cellulosilyticus WH2","PL27",1
"Bacteroides cellulosilyticus WH2","GH159",3
"Bacteroides cellulosilyticus WH2","PL8_2",4
"Bacteroides cellulosilyticus WH2","GH43_35",2
"Bacteroides cellulosilyticus WH2","PL10_1",4
"Bacteroides cellulosilyticus WH2","GT9",1
"Bacteroides cellulosilyticus WH2","CBM22",2
"Bacteroides cellulosilyticus WH2","GH43_3",8
"Bacteroides cellulosilyticus WH2","GH50",2
"Bacteroides cellulosilyticus WH2","GH144",4
"Bacteroides cellulosilyticus WH2","GH30_2",4
"Bacteroides cellulosilyticus WH2","PL13",1
"Bacteroides cellulosilyticus WH2","GH137",1
"Bacteroides cellulosilyticus WH2","GH27",4
"Bacteroides cellulosilyticus WH2","GH106",6
"Bacteroides cellulosilyticus WH2","GH88",8
"Bacteroides cellulosilyticus WH2","GH43_34",6
"Bacteroides cellulosilyticus WH2","GH116",1
"Bacteroides cellulosilyticus WH2","GH136",2
"Bacteroides cellulosilyticus WH2","CBM57",1
"Bacteroides cellulosilyticus WH2","GH30_8",2
"Bacteroides cellulosilyticus WH2","CE15",1
"Bacteroides cellulosilyticus WH2","GH16",1
"Bacteroides cellulosilyticus WH2","GH16_3",6
"Bacteroides cellulosilyticus WH2","GT35",1
"Bacteroides cellulosilyticus WH2","GH43_19",6
"Bacteroides cellulosilyticus WH2","GH125",1
"Bacteroides cellulosilyticus WH2","GH43_1",2
"Bacteroides cellulosilyticus WH2","GH92",14
"Bacteroides cellulosilyticus WH2","GH43_11",2
"Bacteroides cellulosilyticus WH2","CE8",3
"Bacteroides cellulosilyticus WH2","GH43_29",8
"Bacteroides cellulosilyticus WH2","CE11",1
"Bacteroides cellulosilyticus WH2","GH140",2
"Bacteroides cellulosilyticus WH2","GH20",7
"Bacteroides cellulosilyticus WH2","GH26",5
"Bacteroides cellulosilyticus WH2","GH8",2
"Bacteroides cellulosilyticus WH2","GH32",2
"Bacteroides cellulosilyticus WH2","GH13",7
"Bacteroides cellulosilyticus WH2","GH13_8",2
"Bacteroides cellulosilyticus WH2","GH13_14",2
"Bacteroides cellulosilyticus WH2","GH13_38",4
"Bacteroides cellulosilyticus WH2","GH63",1
"Bacteroides cellulosilyticus WH2","GH173",2
"Bacteroides cellulosilyticus WH2","GH146",4
"Bacteroides cellulosilyticus WH2","GH115",4
"Bacteroides cellulosilyticus WH2","GH43_12",8
"Bacteroides cellulosilyticus WH2","PL30",2
"Bacteroides cellulosilyticus WH2","CBM20",2
"Bacteroides cellulosilyticus WH2","GH35",3
"Bacteroides cellulosilyticus WH2","PL12_2",2
"Bacteroides cellulosilyticus WH2","PL38",2
"Bacteroides cellulosilyticus WH2","CBM62",6
"Bacteroides cellulosilyticus WH2","PL37",1
"Bacteroides cellulosilyticus WH2","CE7",3
"Bacteroides cellulosilyticus WH2","GH43_28",4
"Bacteroides cellulosilyticus WH2","GH29",9
"Bacteroides cellulosilyticus WH2","GH43_16",2
"Bacteroides cellulosilyticus WH2","CBM13",2
"Bacteroides cellulosilyticus WH2","GH9",1
"Bacteroides cellulosilyticus WH2","CBM6",7
"Bacteroides cellulosilyticus WH2","PL33_1",2
"Bacteroides cellulosilyticus WH2","GH133",2
"Bacteroides cellulosilyticus WH2","GH154",3
"Bacteroides cellulosilyticus WH2","GH36",4
"Bacteroides cellulosilyticus WH2","GH66",1
"Bacteroides cellulosilyticus WH2","GH109",3
"Bacteroides cellulosilyticus WH2","GH2",46
"Bacteroides cellulosilyticus WH2","GT1",1
"Bacteroides cellulosilyticus WH2","GT0",3
"Bacteroides cellulosilyticus WH2","GH28",25
"Bacteroides cellulosilyticus WH2","CBM0",2
"Bacteroides cellulosilyticus WH2","CE12",5
"Bacteroides cellulosilyticus WH2","GH43_4",4
"Bacteroides cellulosilyticus WH2","GH43_10",14
"Bacteroides cellulosilyticus WH2","PL1_2",12
"Bacteroides cellulosilyticus WH2","GH43_18",8
"Bacteroides cellulosilyticus WH2","GH73",1
"Bacteroides cellulosilyticus WH2","CE2",1
"Bacteroides cellulosilyticus WH2","GH0",2
"Bacteroides cellulosilyticus WH2","GT5",1
"Bacteroides cellulosilyticus WH2","CE0",6
"Bacteroides cellulosilyticus WH2","GT32",2
"Bacteroides cellulosilyticus WH2","CBM67",2
"Bacteroides cellulosilyticus WH2","GH97",15
"Bacteroides cellulosilyticus WH2","GT26",1
"Bacteroides cellulosilyticus WH2","GH18",3
"Bacteroides cellulosilyticus WH2","GH67",2
"Bacteroides cellulosilyticus WH2","GH43_7",2
"Bacteroides cellulosilyticus WH2","GH127",4
"Bacteroides cellulosilyticus WH2","GH3",31
"Bacteroides cellulosilyticus WH2","CBM50",7
"Bacteroides cellulosilyticus WH2","GH139",1
"Bacteroides cellulosilyticus WH2","GH31",10
"Bacteroides cellulosilyticus WH2","GH79",1
"Bacteroides cellulosilyticus WH2","GH77",1
"Bacteroides cellulosilyticus WH2","PL17",1
"Bacteroides cellulosilyticus WH2","PL8",4
"Bacteroides cellulosilyticus WH2","CE9",1
"Bacteroides cellulosilyticus WH2","GH43",1
"Bacteroides cellulosilyticus WH2","GH43_2",6
"Bacteroides cellulosilyticus WH2","GH43_17",4
"Bacteroides cellulosilyticus WH2","GH43_31",2
"Bacteroides cellulosilyticus WH2","PL42",1
"Bacteroides cellulosilyticus WH2","GH51",9
"Bacteroides cellulosilyticus WH2","GT51",4
"Bacteroides cellulosilyticus WH2","GT2",41
"Bacteroides cellulosilyticus WH2","GH110",3
"Bacteroides cellulosilyticus WH2","GH142",1
"Bacteroides cellulosilyticus WH2","GH117",1
"Bacteroides cellulosilyticus WH2","GH30_4",8
"Bacteroides cellulosilyticus WH2","GT19",1
"Bacteroides cellulosilyticus WH2","GH171",2
"Bacteroides cellulosilyticus WH2","GH89",2
"Bacteroides cellulosilyticus WH2","GH53",1
"Bacteroides cellulosilyticus WH2","CE19",1
"Bacteroides cellulosilyticus WH2","PL40",1
"Bacteroides cellulosilyticus WH2","PL15_2",2
"Bacteroides cellulosilyticus WH2","GT113",2
"Bacteroides cellulosilyticus WH2","CE4",2
"Bacteroides cellulosilyticus WH2","GH65",2
"Bacteroides cellulosilyticus WH2","GH138",1
"Bacteroides cellulosilyticus WH2","GH95",11
"Bacteroides cellulosilyticus WH2","CBM35",1
"Bacteroides cellulosilyticus WH2","GH141",1
"Bacteroides cellulosilyticus WH2","GH130",4
"Bacteroides cellulosilyticus WH2","GH10",10
"Bacteroides cellulosilyticus WH2","CBM32",1
"Bacteroides cellulosilyticus WH2","GH25",1
"Bacteroides cellulosilyticus WH2","CE20",12
"Bacteroides cellulosilyticus WH2","GH147",1
"Bacteroides cellulosilyticus WH2","CBM51",2
"Bacteroides cellulosilyticus WH2","GT30",1
"Bacteroides cellulosilyticus WH2","GH39",1
"Polaribacter sp. KT25b","GH157",1
"Polaribacter sp. KT25b","GH23",2
"Polaribacter sp. KT25b","GH43_24",2
"Polaribacter sp. KT25b","GH172",1
"Polaribacter sp. KT25b","PL6_1",4
"Polaribacter sp. KT25b","PL6_2",2
"Polaribacter sp. KT25b","GH30_1",4
"Polaribacter sp. KT25b","CBM48",2
"Polaribacter sp. KT25b","GH13_9",2
"Polaribacter sp. KT25b","GT4",12
"Polaribacter sp. KT25b","GT28",1
"Polaribacter sp. KT25b","GH128",2
"Polaribacter sp. KT25b","GT11",1
"Polaribacter sp. KT25b","CBM47",2
"Polaribacter sp. KT25b","GH113",1
"Polaribacter sp. KT25b","GH150",2
"Polaribacter sp. KT25b","GH149",1
"Polaribacter sp. KT25b","GT8",1
"Polaribacter sp. KT25b","GH13_19",2
"Polaribacter sp. KT25b","CBM4",2
"Polaribacter sp. KT25b","GH116",1
"Polaribacter sp. KT25b","GH16_3",4
"Polaribacter sp. KT25b","GH16_13",10
"Polaribacter sp. KT25b","GT35",1
"Polaribacter sp. KT25b","CE11",1
"Polaribacter sp. KT25b","GH20",1
"Polaribacter sp. KT25b","GH163",1
"Polaribacter sp. KT25b","GH26",1
"Polaribacter sp. KT25b","GH13",2
"Polaribacter sp. KT25b","GH13_3",2
"Polaribacter sp. KT25b","GH13_38",2
"Polaribacter sp. KT25b","GH63",1
"Polaribacter sp. KT25b","GH29",5
"Polaribacter sp. KT25b","PL7_5",4
"Polaribacter sp. KT25b","CBM6",1
"Polaribacter sp. KT25b","GH82",2
"Polaribacter sp. KT25b","GH36",1
"Polaribacter sp. KT25b","GH2",5
"Polaribacter sp. KT25b","GT0",1
"Polaribacter sp. KT25b","GH43_10",2
"Polaribacter sp. KT25b","GH73",1
"Polaribacter sp. KT25b","GT5",1
"Polaribacter sp. KT25b","CE0",1
"Polaribacter sp. KT25b","GH97",3
"Polaribacter sp. KT25b","GH17",2
"Polaribacter sp. KT25b","GH167",3
"Polaribacter sp. KT25b","GH127",2
"Polaribacter sp. KT25b","GH3",2
"Polaribacter sp. KT25b","CBM50",4
"Polaribacter sp. KT25b","GH31",2
"Polaribacter sp. KT25b","PL17_2",2
"Polaribacter sp. KT25b","GH51",1
"Polaribacter sp. KT25b","GT51",2
"Polaribacter sp. KT25b","GT2",17
"Polaribacter sp. KT25b","GH107",1
"Polaribacter sp. KT25b","PL7",1
"Polaribacter sp. KT25b","GH110",1
"Polaribacter sp. KT25b","GH117",5
"Polaribacter sp. KT25b","GH30_4",2
"Polaribacter sp. KT25b","GH81",1
"Polaribacter sp. KT25b","GT19",1
"Polaribacter sp. KT25b","GH171",1
"Polaribacter sp. KT25b","GH168",2
"Polaribacter sp. KT25b","GH53",1
"Polaribacter sp. KT25b","GH65",1
"Polaribacter sp. KT25b","CE14",1
"Polaribacter sp. KT25b","GH95",3
"Polaribacter sp. KT25b","GH130",1
"Polaribacter sp. KT25b","CE20",2
"Polaribacter sp. KT25b","GT30",1
"Winogradskyella sp. HaHa_3_26","GH157",1
"Winogradskyella sp. HaHa_3_26","GH23",2
"Winogradskyella sp. HaHa_3_26","GH5_42",2
"Winogradskyella sp. HaHa_3_26","PL6",1
"Winogradskyella sp. HaHa_3_26","PL6_1",4
"Winogradskyella sp. HaHa_3_26","GH30_1",4
"Winogradskyella sp. HaHa_3_26","CBM48",2
"Winogradskyella sp. HaHa_3_26","GH13_9",2
"Winogradskyella sp. HaHa_3_26","GT4",28
"Winogradskyella sp. HaHa_3_26","GT28",1
"Winogradskyella sp. HaHa_3_26","GH113",1
"Winogradskyella sp. HaHa_3_26","GT9",2
"Winogradskyella sp. HaHa_3_26","GH144",1
"Winogradskyella sp. HaHa_3_26","GH149",1
"Winogradskyella sp. HaHa_3_26","GH13_19",2
"Winogradskyella sp. HaHa_3_26","GT20",1
"Winogradskyella sp. HaHa_3_26","GH16_3",4
"Winogradskyella sp. HaHa_3_26","GT35",1
"Winogradskyella sp. HaHa_3_26","CE11",1
"Winogradskyella sp. HaHa_3_26","GH15",1
"Winogradskyella sp. HaHa_3_26","GH13_38",2
"Winogradskyella sp. HaHa_3_26","GH13",1
"Winogradskyella sp. HaHa_3_26","PL12",1
"Winogradskyella sp. HaHa_3_26","GH43_28",2
"Winogradskyella sp. HaHa_3_26","GH29",3
"Winogradskyella sp. HaHa_3_26","GH9",1
"Winogradskyella sp. HaHa_3_26","GT0",3
"Winogradskyella sp. HaHa_3_26","CBM0",1
"Winogradskyella sp. HaHa_3_26","GH73",1
"Winogradskyella sp. HaHa_3_26","GT5",2
"Winogradskyella sp. HaHa_3_26","GH97",1
"Winogradskyella sp. HaHa_3_26","GH17",2
"Winogradskyella sp. HaHa_3_26","GH3",2
"Winogradskyella sp. HaHa_3_26","CBM50",13
"Winogradskyella sp. HaHa_3_26","GH31",2
"Winogradskyella sp. HaHa_3_26","PL17_2",2
"Winogradskyella sp. HaHa_3_26","GT51",4
"Winogradskyella sp. HaHa_3_26","GT2",36
"Winogradskyella sp. HaHa_3_26","GH107",1
"Winogradskyella sp. HaHa_3_26","PL7",1
"Winogradskyella sp. HaHa_3_26","GT19",1
"Winogradskyella sp. HaHa_3_26","GH171",1
"Winogradskyella sp. HaHa_3_26","GH168",3
"Winogradskyella sp. HaHa_3_26","CE4",2
"Winogradskyella sp. HaHa_3_26","GH65",1
"Winogradskyella sp. HaHa_3_26","CE14",1
"Winogradskyella sp. HaHa_3_26","GH95",1
"Winogradskyella sp. HaHa_3_26","CBM32",2
"Winogradskyella sp. HaHa_3_26","GH25",1
"Winogradskyella sp. HaHa_3_26","GT30",1
"Winogradskyella sp. PAMC22761","GH157",1
"Winogradskyella sp. PAMC22761","GH23",1
"Winogradskyella sp. PAMC22761","GH5_42",2
"Winogradskyella sp. PAMC22761","PL6_1",4
"Winogradskyella sp. PAMC22761","GH30_1",4
"Winogradskyella sp. PAMC22761","CBM48",2
"Winogradskyella sp. PAMC22761","GH13_9",2
"Winogradskyella sp. PAMC22761","GT4",19
"Winogradskyella sp. PAMC22761","GT28",1
"Winogradskyella sp. PAMC22761","GH113",1
"Winogradskyella sp. PAMC22761","GT9",2
"Winogradskyella sp. PAMC22761","GH144",1
"Winogradskyella sp. PAMC22761","GH149",1
"Winogradskyella sp. PAMC22761","GH13_19",2
"Winogradskyella sp. PAMC22761","GH16_3",4
"Winogradskyella sp. PAMC22761","GT35",1
"Winogradskyella sp. PAMC22761","CE11",1
"Winogradskyella sp. PAMC22761","GH26",1
"Winogradskyella sp. PAMC22761","GH13_38",2
"Winogradskyella sp. PAMC22761","GH13",1
"Winogradskyella sp. PAMC22761","PL12",1
"Winogradskyella sp. PAMC22761","GH43_28",2
"Winogradskyella sp. PAMC22761","GH9",1
"Winogradskyella sp. PAMC22761","CBM6",1
"Winogradskyella sp. PAMC22761","GT0",2
"Winogradskyella sp. PAMC22761","GH73",1
"Winogradskyella sp. PAMC22761","GT5",2
"Winogradskyella sp. PAMC22761","GH97",1
"Winogradskyella sp. PAMC22761","GH17",2
"Winogradskyella sp. PAMC22761","GH3",2
"Winogradskyella sp. PAMC22761","CBM50",9
"Winogradskyella sp. PAMC22761","GH31",2
"Winogradskyella sp. PAMC22761","PL17_2",2
"Winogradskyella sp. PAMC22761","GT51",4
"Winogradskyella sp. PAMC22761","GT2",28
"Winogradskyella sp. PAMC22761","PL7",1
"Winogradskyella sp. PAMC22761","GH81",1
"Winogradskyella sp. PAMC22761","GT19",1
"Winogradskyella sp. PAMC22761","CE4",2
"Winogradskyella sp. PAMC22761","GH65",2
"Winogradskyella sp. PAMC22761","CBM32",1
"Winogradskyella sp. PAMC22761","GT30",1
"Bacteroides cellulosilyticus DSM 14838","GH5_21",2
"Bacteroides cellulosilyticus DSM 14838","PL27",1
"Bacteroides cellulosilyticus DSM 14838","GH2",1
"Bacteroides cellulosilyticus DSM 14838","PL42",1
"Bacteroides cellulosilyticus DSM 14838","GH138",1
"Bacteroides cellulosilyticus DSM 14838","GH141",1
"Bacteroides eggerthii DSM 20697","GH5_21",2
"Bacteroides eggerthii DSM 20697","PL21_1",4
"Bacteroides eggerthii DSM 20697","GH13_36",4
"Bacteroides eggerthii DSM 20697","GH115",2
"Bacteroides eggerthii DSM 20697","CBM58",1
"Bacteroides eggerthii DSM 20697","GH43_10",2
"Bacteroides eggerthii DSM 20697","PL17_2",4
"Bacteroides intestinalis DSM 17393","GH5_21",4
"Bacteroides intestinalis DSM 17393","CE6",1
"Bacteroides intestinalis DSM 17393","PL21_1",2
"Bacteroides intestinalis DSM 17393","CBM48",2
"Bacteroides intestinalis DSM 17393","CBM4",2
"Bacteroides intestinalis DSM 17393","GH43_1",2
"Bacteroides intestinalis DSM 17393","GH8",2
"Bacteroides intestinalis DSM 17393","GH115",5
"Bacteroides intestinalis DSM 17393","GH43_12",2
"Bacteroides intestinalis DSM 17393","CBM13",1
"Bacteroides intestinalis DSM 17393","CBM6",1
"Bacteroides intestinalis DSM 17393","CBM0",1
"Bacteroides intestinalis DSM 17393","GH43_10",2
"Bacteroides intestinalis DSM 17393","CE0",2
"Bacteroides intestinalis DSM 17393","GH67",1
"Bacteroides intestinalis DSM 17393","GH43_7",2
"Bacteroides intestinalis DSM 17393","GH3",3
"Bacteroides intestinalis DSM 17393","PL17",1
"Bacteroides intestinalis DSM 17393","GH43_2",2
"Bacteroides intestinalis DSM 17393","GH43_17",2
"Bacteroides intestinalis DSM 17393","PL15_2",2
"Bacteroides intestinalis DSM 17393","GH10",5
"Bacteroides intestinalis DSM 17393","CE20",4
"Bacteroides sp. CBA7301","GH5_21",2
"Bacteroides sp. CBA7301","CE6",1
"Bacteroides sp. CBA7301","GH23",3
"Bacteroides sp. CBA7301","GH78",4
"Bacteroides sp. CBA7301","GH5_38",2
"Bacteroides sp. CBA7301","GH43_24",2
"Bacteroides sp. CBA7301","GH43_9",2
"Bacteroides sp. CBA7301","GH33",6
"Bacteroides sp. CBA7301","GH123",4
"Bacteroides sp. CBA7301","PL6_1",2
"Bacteroides sp. CBA7301","GT101",1
"Bacteroides sp. CBA7301","PL8_3",2
"Bacteroides sp. CBA7301","GT3",1
"Bacteroides sp. CBA7301","GH108",1
"Bacteroides sp. CBA7301","PL11_1",6
"Bacteroides sp. CBA7301","CBM48",2
"Bacteroides sp. CBA7301","GH76",2
"Bacteroides sp. CBA7301","GT4",27
"Bacteroides sp. CBA7301","GH143",1
"Bacteroides sp. CBA7301","GH57",1
"Bacteroides sp. CBA7301","GH105",12
"Bacteroides sp. CBA7301","GT28",1
"Bacteroides sp. CBA7301","GH42",1
"Bacteroides sp. CBA7301","GH128",2
"Bacteroides sp. CBA7301","GT11",2
"Bacteroides sp. CBA7301","PL8_2",4
"Bacteroides sp. CBA7301","PL35",3
"Bacteroides sp. CBA7301","GT9",1
"Bacteroides sp. CBA7301","GH43_3",2
"Bacteroides sp. CBA7301","GH144",4
"Bacteroides sp. CBA7301","GH30_2",4
"Bacteroides sp. CBA7301","PL13",1
"Bacteroides sp. CBA7301","GH137",1
"Bacteroides sp. CBA7301","GH27",1
"Bacteroides sp. CBA7301","GH106",2
"Bacteroides sp. CBA7301","GH88",14
"Bacteroides sp. CBA7301","GT8",1
"Bacteroides sp. CBA7301","CBM4",1
"Bacteroides sp. CBA7301","PL9_1",2
"Bacteroides sp. CBA7301","GH43_34",2
"Bacteroides sp. CBA7301","GH30_8",2
"Bacteroides sp. CBA7301","GH16_3",10
"Bacteroides sp. CBA7301","GT35",1
"Bacteroides sp. CBA7301","GH43_19",4
"Bacteroides sp. CBA7301","GH125",1
"Bacteroides sp. CBA7301","GH43_1",2
"Bacteroides sp. CBA7301","GH92",14
"Bacteroides sp. CBA7301","CE8",4
"Bacteroides sp. CBA7301","GH43_29",6
"Bacteroides sp. CBA7301","CE11",1
"Bacteroides sp. CBA7301","GH140",1
"Bacteroides sp. CBA7301","GH20",13
"Bacteroides sp. CBA7301","GH163",2
"Bacteroides sp. CBA7301","GH32",3
"Bacteroides sp. CBA7301","GT6",1
"Bacteroides sp. CBA7301","GH13",3
"Bacteroides sp. CBA7301","GH13_5",2
"Bacteroides sp. CBA7301","GH13_8",2
"Bacteroides sp. CBA7301","GH13_14",4
"Bacteroides sp. CBA7301","GH13_38",2
"Bacteroides sp. CBA7301","GH63",1
"Bacteroides sp. CBA7301","GH146",2
"Bacteroides sp. CBA7301","GH115",2
"Bacteroides sp. CBA7301","GH43_12",4
"Bacteroides sp. CBA7301","CBM20",2
"Bacteroides sp. CBA7301","GH49",1
"Bacteroides sp. CBA7301","GH35",6
"Bacteroides sp. CBA7301","PL12",1
"Bacteroides sp. CBA7301","PL12_2",6
"Bacteroides sp. CBA7301","PL38",5
"Bacteroides sp. CBA7301","CBM62",5
"Bacteroides sp. CBA7301","CE7",2
"Bacteroides sp. CBA7301","GH43_28",2
"Bacteroides sp. CBA7301","GH29",7
"Bacteroides sp. CBA7301","GT27",1
"Bacteroides sp. CBA7301","CBM6",6
"Bacteroides sp. CBA7301","PL33_1",2
"Bacteroides sp. CBA7301","PL33_2",4
"Bacteroides sp. CBA7301","CBM61",1
"Bacteroides sp. CBA7301","GH133",1
"Bacteroides sp. CBA7301","GH30_6",4
"Bacteroides sp. CBA7301","GH154",2
"Bacteroides sp. CBA7301","GH36",1
"Bacteroides sp. CBA7301","GH66",1
"Bacteroides sp. CBA7301","GH109",4
"Bacteroides sp. CBA7301","GH2",27
"Bacteroides sp. CBA7301","PL9_2",4
"Bacteroides sp. CBA7301","GT1",1
"Bacteroides sp. CBA7301","GT0",2
"Bacteroides sp. CBA7301","GH28",10
"Bacteroides sp. CBA7301","CBM0",5
"Bacteroides sp. CBA7301","CE12",5
"Bacteroides sp. CBA7301","GH43_4",4
"Bacteroides sp. CBA7301","GH43_10",6
"Bacteroides sp. CBA7301","PL1_2",14
"Bacteroides sp. CBA7301","GH43_18",4
"Bacteroides sp. CBA7301","GH73",1
"Bacteroides sp. CBA7301","GH165",3
"Bacteroides sp. CBA7301","GT5",1
"Bacteroides sp. CBA7301","CE0",1
"Bacteroides sp. CBA7301","GT32",3
"Bacteroides sp. CBA7301","GH84",1
"Bacteroides sp. CBA7301","GH97",11
"Bacteroides sp. CBA7301","GT26",1
"Bacteroides sp. CBA7301","GH18",16
"Bacteroides sp. CBA7301","GH67",1
"Bacteroides sp. CBA7301","GH127",1
"Bacteroides sp. CBA7301","GH3",22
"Bacteroides sp. CBA7301","CBM50",7
"Bacteroides sp. CBA7301","GH139",1
"Bacteroides sp. CBA7301","GH31",6
"Bacteroides sp. CBA7301","GH77",1
"Bacteroides sp. CBA7301","PL17_2",2
"Bacteroides sp. CBA7301","PL8",1
"Bacteroides sp. CBA7301","CE9",3
"Bacteroides sp. CBA7301","GH43_2",4
"Bacteroides sp. CBA7301","PL42",1
"Bacteroides sp. CBA7301","GH51",3
"Bacteroides sp. CBA7301","GT25",1
"Bacteroides sp. CBA7301","GT51",4
"Bacteroides sp. CBA7301","GT2",34
"Bacteroides sp. CBA7301","GH110",1
"Bacteroides sp. CBA7301","GH142",1
"Bacteroides sp. CBA7301","GH30_4",4
"Bacteroides sp. CBA7301","GT19",1
"Bacteroides sp. CBA7301","GH171",1
"Bacteroides sp. CBA7301","GH89",2
"Bacteroides sp. CBA7301","GH53",2
"Bacteroides sp. CBA7301","CE19",1
"Bacteroides sp. CBA7301","PL40",1
"Bacteroides sp. CBA7301","GH158",1
"Bacteroides sp. CBA7301","PL15_2",4
"Bacteroides sp. CBA7301","PL29",1
"Bacteroides sp. CBA7301","GT113",1
"Bacteroides sp. CBA7301","CE4",2
"Bacteroides sp. CBA7301","GH65",1
"Bacteroides sp. CBA7301","GH138",1
"Bacteroides sp. CBA7301","GH95",5
"Bacteroides sp. CBA7301","CBM35",1
"Bacteroides sp. CBA7301","GH141",2
"Bacteroides sp. CBA7301","GH130",6
"Bacteroides sp. CBA7301","GH10",3
"Bacteroides sp. CBA7301","CBM32",9
"Bacteroides sp. CBA7301","GH25",1
"Bacteroides sp. CBA7301","CE20",7
"Bacteroides sp. CBA7301","GH147",2
"Bacteroides sp. CBA7301","GT30",1
"Bacteroides sp. CBA7301","PL15",1
"Bacteroides sp. M10","GH5_21",2
"Bacteroides sp. M10","CE6",2
"Bacteroides sp. M10","GH23",3
"Bacteroides sp. M10","GH78",12
"Bacteroides sp. M10","GH5_2",2
"Bacteroides sp. M10","GH5_4",2
"Bacteroides sp. M10","GH5_5",4
"Bacteroides sp. M10","GH5_13",6
"Bacteroides sp. M10","GH5_38",6
"Bacteroides sp. M10","PL26",1
"Bacteroides sp. M10","GH43_24",4
"Bacteroides sp. M10","GH172",1
"Bacteroides sp. M10","GH43_9",2
"Bacteroides sp. M10","GH33",5
"Bacteroides sp. M10","GH123",1
"Bacteroides sp. M10","PL6_1",2
"Bacteroides sp. M10","GH30_3",2
"Bacteroides sp. M10","GT3",1
"Bacteroides sp. M10","PL11_1",10
"Bacteroides sp. M10","CBM48",2
"Bacteroides sp. M10","GH76",7
"Bacteroides sp. M10","GT4",23
"Bacteroides sp. M10","GH24",1
"Bacteroides sp. M10","GH143",1
"Bacteroides sp. M10","GH57",1
"Bacteroides sp. M10","GH105",8
"Bacteroides sp. M10","GH38",1
"Bacteroides sp. M10","GT28",1
"Bacteroides sp. M10","GH42",4
"Bacteroides sp. M10","GH43_8",2
"Bacteroides sp. M10","PL8_2",4
"Bacteroides sp. M10","PL35",3
"Bacteroides sp. M10","GH43_35",2
"Bacteroides sp. M10","PL10_1",2
"Bacteroides sp. M10","GT9",2
"Bacteroides sp. M10","GH43_3",8
"Bacteroides sp. M10","GH50",3
"Bacteroides sp. M10","GH144",1
"Bacteroides sp. M10","PL13",1
"Bacteroides sp. M10","GH137",1
"Bacteroides sp. M10","GH27",2
"Bacteroides sp. M10","GH106",5
"Bacteroides sp. M10","GH88",10
"Bacteroides sp. M10","GT20",1
"Bacteroides sp. M10","CBM4",2
"Bacteroides sp. M10","PL9_1",2
"Bacteroides sp. M10","GH43_34",10
"Bacteroides sp. M10","CBM57",2
"Bacteroides sp. M10","GH16",2
"Bacteroides sp. M10","GH16_3",4
"Bacteroides sp. M10","GT35",1
"Bacteroides sp. M10","GH43_19",2
"Bacteroides sp. M10","GH125",3
"Bacteroides sp. M10","GH43_1",2
"Bacteroides sp. M10","GH92",23
"Bacteroides sp. M10","CE8",6
"Bacteroides sp. M10","GH43_29",8
"Bacteroides sp. M10","CE11",1
"Bacteroides sp. M10","GH140",2
"Bacteroides sp. M10","GH20",12
"Bacteroides sp. M10","GH163",2
"Bacteroides sp. M10","GH26",3
"Bacteroides sp. M10","GH15",1
"Bacteroides sp. M10","GH32",2
"Bacteroides sp. M10","GH13",2
"Bacteroides sp. M10","GH13_8",2
"Bacteroides sp. M10","GH13_14",2
"Bacteroides sp. M10","GH13_38",2
"Bacteroides sp. M10","GH173",4
"Bacteroides sp. M10","GH146",2
"Bacteroides sp. M10","GH115",3
"Bacteroides sp. M10","GH43_12",8
"Bacteroides sp. M10","CBM20",2
"Bacteroides sp. M10","GH35",4
"Bacteroides sp. M10","PL12_2",6
"Bacteroides sp. M10","PL38",5
"Bacteroides sp. M10","CBM62",2
"Bacteroides sp. M10","CE7",2
"Bacteroides sp. M10","GH29",8
"Bacteroides sp. M10","CBM6",4
"Bacteroides sp. M10","PL33_1",2
"Bacteroides sp. M10","GH133",1
"Bacteroides sp. M10","GH154",1
