from	to	action	doi	primary
CBM5	CBM12	RELATES	CAZy	1
CBM12	CBM5	RELATES	CAZy	1
CBM36	CBM6	RELATES	CAZy	1
CBM49	CBM2	RELATES	CAZy	1
CBM60	CBM36	RELATES	CAZy	1
CBM69	CBM20	RELATES	CAZy	1
CBM69	CBM48	RELATES	CAZy	1
